V1,V2,V3
1.25533855834498,1.73575157878398,1.07561302013501
0.28347335475692,0.46944309961143,0.398506427249531
0.932032355413191,0.874620873987195,0.665916604643047
2.28285131225488,2.83041239559544,2.01460944903013
1.54927546113218,1.88973513002716,1.08025507110624
1.15107680978243,1.63691300480948,1.23577517521369
0.778749063576344,0.837862031245399,0.508082783675067
9.71184587911834,13.5345964920676,9.82800621758073
2.013212876661,1.54239371013197,1.71558202908412
0.917532042099167,1.2551525369046,0.761239777213417
0.344491118252307,0.28347335475692,0.167335501135801
0.456243478417038,0.555448574562508,0.407236787389934
0.988792383826655,0.962699950566547,0.661076088717892
1.75654224412372,1.884896861508,1.42930439214719
4.43603457124155,4.06546425829217,2.64970229838871
12.0562229556338,8.84563091018917,5.64419134231023
1.61712424071857,2.18128977983716,1.36728130370918
0,0,0.0522421465540127
10.8588980677895,13.5200817024378,9.52335584919111
0.584100679124746,0.675258511642434,0.41168407936721
0.724323192890836,1.18203235541319,0.840132246839453
0.775415777841725,0.895347823176086,0.730850343085878
1.90971881152774,1.52904577941113,1.45169444023131
0.28347335475692,0.305779681934436,0.3807565498705
0.993478185294612,1.00817575062725,0.720088577323226
0.650698866572777,0.649939692814814,0.495036026297582
0.82304092384686,0.879013602077156,0.612847861941841
1.10556210854996,0.840874522895503,0.63633892078703
2.6469886781836,2.18048669056977,1.67266774895168
11.6531282593229,12.4823475496839,7.71933687648335
0.624951981359124,0.631725825129881,0.447063290104158
7.00908048737537,3.80052918047346,4.12396517774113
0.53347335475692,0.745943924767513,0.405437967229999
1.00580406651734,1.24253006270039,0.794159219341124
0.430924659589419,0.525415777841725,0.415473199311105
2.23943748782526,2.08619805556539,1.56735501759425
0.990963372121366,1.05354377873618,0.733841864483127
0.623240181828651,0.882907831458344,0.586007200961522
0.689410302890648,0.57304092384686,0.359362737404405
1.25922659081783,1.34349716415425,1.02918508887471
0.533901421142955,0.783901421142955,0.550774004181128
0.956199044774882,1.12911056109126,0.766885319918677
2.92687052560978,2.67751060852255,2.26190024735495
1.05406788240396,0.697564838819949,0.5335007359423
0.514928379700058,0.836041859211172,0.576808701380798
1.01009571601573,1.14216878962939,0.876056295204101
3.35364090100683,2.71780790391132,1.80675024086984
13.5714149353294,18.8878672294676,12.2227380369731
0.799782426615523,1.05933160842725,0.638325369678191
2.2395231886537,3.15236920943833,2.12238029234283
0.554067882403964,0.555448574562508,0.380813047337795
0.593207385107869,0.555448574562508,0.415695121999584
0.566946709513841,0.566946709513841,0.633329821038011
